index,time_s,acc,vel,pos
56,0.028000000,280.000000000,3.920000000,0.036586667
57,0.028500000,285.000000000,4.061250000,0.038581875
58,0.029000000,290.000000000,4.205000000,0.040648333
59,0.029500000,295.000000000,4.351250000,0.042787292
60,0.030000000,300.000000000,4.500000000,0.045000000
61,0.030500000,305.000000000,4.651250000,0.047287708
62,0.031000000,310.000000000,4.805000000,0.049651667
63,0.031500000,315.000000000,4.961250000,0.052093125
64,0.032000000,320.000000000,5.120000000,0.054613333
65,0.032500000,325.000000000,5.281250000,0.057213542
66,0.033000000,330.000000000,5.445000000,0.059895000
67,0.033500000,335.000000000,5.611250000,0.062658958
68,0.034000000,340.000000000,5.780000000,0.065506667
69,0.034500000,345.000000000,5.951250000,0.068439375
70,0.035000000,350.000000000,6.125000000,0.071458333
71,0.035500000,355.000000000,6.301250000,0.074564792
72,0.036000000,360.000000000,6.480000000,0.077760000
73,0.036500000,365.000000000,6.661250000,0.081045208
74,0.037000000,370.000000000,6.845000000,0.084421667
75,0.037500000,375.000000000,7.031250000,0.087890625
76,0.038000000,380.000000000,7.220000000,0.091453333
77,0.038500000,385.000000000,7.411250000,0.095111042
78,0.039000000,390.000000000,7.605000000,0.098865000
79,0.039500000,395.000000000,7.801250000,0.102716458
80,0.040000000,400.000000000,8.000000000,0.106666667
81,0.040500000,405.000000000,8.201250000,0.110716875
82,0.041000000,410.000000000,8.405000000,0.114868333
83,0.041500000,415.000000000,8.611250000,0.119122292
84,0.042000000,420.000000000,8.820000000,0.123480000
85,0.042500000,425.000000000,9.031250000,0.127942708
86,0.043000000,430.000000000,9.245000000,0.132511667
87,0.043500000,435.000000000,9.461250000,0.137188125
88,0.044000000,440.000000000,9.680000000,0.141973333
89,0.044500000,445.000000000,9.901250000,0.146868542
90,0.045000000,450.000000000,10.125000000,0.151875000
91,0.045500000,455.000000000,10.351250000,0.156993958
92,0.046000000,460.000000000,10.580000000,0.162226667
93,0.046500000,465.000000000,10.811250000,0.167574375
94,0.047000000,470.000000000,11.045000000,0.173038333
95,0.047500000,475.000000000,11.281250000,0.178619792
96,0.048000000,480.000000000,11.520000000,0.184320000
97,0.048500000,485.000000000,11.761250000,0.190140208
98,0.049000000,490.000000000,12.005000000,0.196081667
99,0.049500000,495.000000000,12.251250000,0.202145625
100,0.050000000,500.000000000,12.500000000,0.208333333
101,0.050500000,505.000000000,12.751250000,0.214646042
102,0.051000000,510.000000000,13.005000000,0.221085000
103,0.051500000,515.000000000,13.261250000,0.227651458
104,0.052000000,520.000000000,13.520000000,0.234346667
105,0.052500000,525.000000000,13.781250000,0.241171875
106,0.053000000,530.000000000,14.045000000,0.248128333
107,0.053500000,535.000000000,14.311250000,0.255217292
108,0.054000000,540.000000000,14.580000000,0.262440000
109,0.054500000,545.000000000,14.851250000,0.269797708
110,0.055000000,550.000000000,15.125000000,0.277291667
111,0.055500000,555.000000000,15.401250000,0.284923125
112,0.056000000,560.000000000,15.680000000,0.292693333
113,0.056500000,565.000000000,15.961250000,0.300603542
114,0.057000000,570.000000000,16.245000000,0.308655000
115,0.057500000,575.000000000,16.531250000,0.316848958
116,0.058000000,580.000000000,16.820000000,0.325186667
117,0.058500000,585.000000000,17.111250000,0.333669375
118,0.059000000,590.000000000,17.405000000,0.342298333
119,0.059500000,595.000000000,17.701250000,0.351074792
120,0.060000000,600.000000000,18.000000000,0.360000000
121,0.060500000,605.000000000,18.301250000,0.369075208
122,0.061000000,610.000000000,18.605000000,0.378301667
123,0.061500000,615.000000000,18.911250000,0.387680625
124,0.062000000,620.000000000,19.220000000,0.397213333
125,0.062500000,625.000000000,19.531250000,0.406901042
126,0.063000000,630.000000000,19.845000000,0.416745000
127,0.063500000,635.000000000,20.161250000,0.426746458
128,0.064000000,640.000000000,20.480000000,0.436906667
129,0.064500000,645.000000000,20.801250000,0.447226875
130,0.065000000,650.000000000,21.125000000,0.457708333
131,0.065500000,655.000000000,21.451250000,0.468352292
132,0.066000000,660.000000000,21.780000000,0.479160000
133,0.066500000,665.000000000,22.111250000,0.490132708
134,0.067000000,670.000000000,22.445000000,0.501271667
135,0.067500000,675.000000000,22.781250000,0.512578125
136,0.068000000,680.000000000,23.120000000,0.524053333
137,0.068500000,685.000000000,23.461250000,0.535698542
138,0.069000000,690.000000000,23.805000000,0.547515000
139,0.069500000,695.000000000,24.151250000,0.559503958
140,0.070000000,700.000000000,24.500000000,0.571666667
141,0.070500000,705.000000000,24.851250000,0.584004375
142,0.071000000,710.000000000,25.205000000,0.596518333
143,0.071500000,715.000000000,25.561250000,0.609209792
144,0.072000000,720.000000000,25.920000000,0.622080000
145,0.072500000,725.000000000,26.281250000,0.635130208
146,0.073000000,730.000000000,26.645000000,0.648361667
147,0.073500000,735.000000000,27.011250000,0.661775625
148,0.074000000,740.000000000,27.380000000,0.675373333
149,0.074500000,745.000000000,27.751250000,0.689156042
150,0.075000000,750.000000000,28.125000000,0.703125000
151,0.075500000,755.000000000,28.501250000,0.717281458
152,0.076000000,760.000000000,28.880000000,0.731626667
153,0.076500000,765.000000000,29.261250000,0.746161875
154,0.077000000,770.000000000,29.645000000,0.760888333
155,0.077500000,775.000000000,30.031250000,0.775807292
156,0.078000000,780.000000000,30.420000000,0.790920000
157,0.078500000,785.000000000,30.811250000,0.806227708
158,0.079000000,790.000000000,31.205000000,0.821731667
159,0.079500000,795.000000000,31.601250000,0.837433125
160,0.080000000,800.000000000,32.000000000,0.853333333
161,0.080500000,805.000000000,32.401250000,0.869433542
162,0.081000000,810.000000000,32.805000000,0.885735000
163,0.081500000,815.000000000,33.211250000,0.902238958
164,0.082000000,820.000000000,33.620000000,0.918946667
165,0.082500000,825.000000000,34.031250000,0.935859375
166,0.083000000,830.000000000,34.445000000,0.952978333
167,0.083500000,835.000000000,34.861250000,0.970304792
168,0.084000000,840.000000000,35.280000000,0.987840000
169,0.084500000,845.000000000,35.701250000,1.005585208
170,0.085000000,850.000000000,36.125000000,1.023541667
171,0.085500000,855.000000000,36.551250000,1.041710625
172,0.086000000,860.000000000,36.980000000,1.060093333
173,0.086500000,865.000000000,37.411250000,1.078691042
174,0.087000000,870.000000000,37.845000000,1.097505000
175,0.087500000,875.000000000,38.281250000,1.116536458
176,0.088000000,880.000000000,38.720000000,1.135786667
177,0.088500000,885.000000000,39.161250000,1.155256875
178,0.089000000,890.000000000,39.605000000,1.174948333
179,0.089500000,895.000000000,40.051250000,1.194862292
180,0.090000000,900.000000000,40.500000000,1.215000000
181,0.090500000,905.000000000,40.951250000,1.235362708
182,0.091000000,910.000000000,41.405000000,1.255951667
183,0.091500000,915.000000000,41.861250000,1.276768125
184,0.092000000,920.000000000,42.320000000,1.297813333
185,0.092500000,925.000000000,42.781250000,1.319088542
186,0.093000000,930.000000000,43.245000000,1.340595000
187,0.093500000,935.000000000,43.711250000,1.362333958
188,0.094000000,940.000000000,44.180000000,1.384306667
189,0.094500000,945.000000000,44.651250000,1.406514375
190,0.095000000,950.000000000,45.125000000,1.428958333
191,0.095500000,955.000000000,45.601250000,1.451639792
192,0.096000000,960.000000000,46.080000000,1.474560000
193,0.096500000,965.000000000,46.561250000,1.497720208
194,0.097000000,970.000000000,47.045000000,1.521121667
195,0.097500000,975.000000000,47.531250000,1.544765625
196,0.098000000,980.000000000,48.020000000,1.568653333
197,0.098500000,985.000000000,48.511250000,1.592786042
198,0.099000000,990.000000000,49.005000000,1.617165000
199,0.099500000,995.000000000,49.501250000,1.641791458
200,0.100000000,1000.000000000,50.000000000,1.666666667
201,0.100500000,995.000000000,50.498750000,1.691791458
202,0.101000000,990.000000000,50.995000000,1.717165000
203,0.101500000,985.000000000,51.488750000,1.742786042
204,0.102000000,980.000000000,51.980000000,1.768653333
205,0.102500000,975.000000000,52.468750000,1.794765625
206,0.103000000,970.000000000,52.955000000,1.821121667
207,0.103500000,965.000000000,53.438750000,1.847720208
208,0.104000000,960.000000000,53.920000000,1.874560000
209,0.104500000,955.000000000,54.398750000,1.901639792
210,0.105000000,950.000000000,54.875000000,1.928958333
211,0.105500000,945.000000000,55.348750000,1.956514375
212,0.106000000,940.000000000,55.820000000,1.984306667
213,0.106500000,935.000000000,56.288750000,2.012333958
214,0.107000000,930.000000000,56.755000000,2.040595000
215,0.107500000,925.000000000,57.218750000,2.069088542
216,0.108000000,920.000000000,57.680000000,2.097813333
217,0.108500000,915.000000000,58.138750000,2.126768125
218,0.109000000,910.000000000,58.595000000,2.155951667
219,0.109500000,905.000000000,59.048750000,2.185362708
220,0.110000000,900.000000000,59.500000000,2.215000000
221,0.110500000,895.000000000,59.948750000,2.244862292
222,0.111000000,890.000000000,60.395000000,2.274948333
223,0.111500000,885.000000000,60.838750000,2.305256875
224,0.112000000,880.000000000,61.280000000,2.335786667
225,0.112500000,875.000000000,61.718750000,2.366536458
226,0.113000000,870.000000000,62.155000000,2.397505000
227,0.113500000,865.000000000,62.588750000,2.428691042
228,0.114000000,860.000000000,63.020000000,2.460093333
229,0.114500000,855.000000000,63.448750000,2.491710625
230,0.115000000,850.000000000,63.875000000,2.523541667
231,0.115500000,845.000000000,64.298750000,2.555585208
232,0.116000000,840.000000000,64.720000000,2.587840000
233,0.116500000,835.000000000,65.138750000,2.620304792
234,0.117000000,830.000000000,65.555000000,2.652978333
235,0.117500000,825.000000000,65.968750000,2.685859375
236,0.118000000,820.000000000,66.380000000,2.718946667
237,0.118500000,815.000000000,66.788750000,2.752238958
238,0.119000000,810.000000000,67.195000000,2.785735000
239,0.119500000,805.000000000,67.598750000,2.819433542
240,0.120000000,800.000000000,68.000000000,2.853333333
241,0.120500000,795.000000000,68.398750000,2.887433125
242,0.121000000,790.000000000,68.795000000,2.921731667
243,0.121500000,785.000000000,69.188750000,2.956227708
244,0.122000000,780.000000000,69.580000000,2.990920000
245,0.122500000,775.000000000,69.968750000,3.025807292
246,0.123000000,770.000000000,70.355000000,3.060888333
247,0.123500000,765.000000000,70.738750000,3.096161875
248,0.124000000,760.000000000,71.120000000,3.131626667
249,0.124500000,755.000000000,71.498750000,3.167281458
250,0.125000000,750.000000000,71.875000000,3.203125000
251,0.125500000,745.000000000,72.248750000,3.239156042
252,0.126000000,740.000000000,72.620000000,3.275373333
253,0.126500000,735.000000000,72.988750000,3.311775625
254,0.127000000,730.000000000,73.355000000,3.348361667
255,0.127500000,725.000000000,73.718750000,3.385130208
256,0.128000000,720.000000000,74.080000000,3.422080000
257,0.128500000,715.000000000,74.438750000,3.459209792
258,0.129000000,710.000000000,74.795000000,3.496518333
259,0.129500000,705.000000000,75.148750000,3.534004375
260,0.130000000,700.000000000,75.500000000,3.571666667
261,0.130500000,695.000000000,75.848750000,3.609503958
262,0.131000000,690.000000000,76.195000000,3.647515000
263,0.131500000,685.000000000,76.538750000,3.685698542
264,0.132000000,680.000000000,76.880000000,3.724053333
265,0.132500000,675.000000000,77.218750000,3.762578125
266,0.133000000,670.000000000,77.555000000,3.801271667
267,0.133500000,665.000000000,77.888750000,3.840132708
268,0.134000000,660.000000000,78.220000000,3.879160000
269,0.134500000,655.000000000,78.548750000,3.918352292
270,0.135000000,650.000000000,78.875000000,3.957708333
271,0.135500000,645.000000000,79.198750000,3.997226875
272,0.136000000,640.000000000,79.520000000,4.036906667
273,0.136500000,635.000000000,79.838750000,4.076746458
274,0.137000000,630.000000000,80.155000000,4.116745000
275,0.137500000,625.000000000,80.468750000,4.156901042
276,0.138000000,620.000000000,80.780000000,4.197213333
277,0.138500000,615.000000000,81.088750000,4.237680625
278,0.139000000,610.000000000,81.395000000,4.278301667
279,0.139500000,605.000000000,81.698750000,4.319075208
280,0.140000000,600.000000000,82.000000000,4.360000000
281,0.140500000,595.000000000,82.298750000,4.401074792
282,0.141000000,590.000000000,82.595000000,4.442298333
283,0.141500000,585.000000000,82.888750000,4.483669375
284,0.142000000,580.000000000,83.180000000,4.525186667
285,0.142500000,575.000000000,83.468750000,4.566848958
286,0.143000000,570.000000000,83.755000000,4.608655000
287,0.143500000,565.000000000,84.038750000,4.650603542
288,0.144000000,560.000000000,84.320000000,4.692693333
289,0.144500000,555.000000000,84.598750000,4.734923125
290,0.145000000,550.000000000,84.875000000,4.777291667
291,0.145500000,545.000000000,85.148750000,4.819797708
292,0.146000000,540.000000000,85.420000000,4.862440000
293,0.146500000,535.000000000,85.688750000,4.905217292
294,0.147000000,530.000000000,85.955000000,4.948128333
295,0.147500000,525.000000000,86.218750000,4.991171875
296,0.148000000,520.000000000,86.480000000,5.034346667
297,0.148500000,515.000000000,86.738750000,5.077651458
298,0.149000000,510.000000000,86.995000000,5.121085000
299,0.149500000,505.000000000,87.248750000,5.164646042
300,0.150000000,500.000000000,87.500000000,5.208333333
301,0.150500000,495.000000000,87.748750000,5.252145625
302,0.151000000,490.000000000,87.995000000,5.296081667
303,0.151500000,485.000000000,88.238750000,5.340140208
304,0.152000000,480.000000000,88.480000000,5.384320000
305,0.152500000,475.000000000,88.718750000,5.428619792
306,0.153000000,470.000000000,88.955000000,5.473038333
307,0.153500000,465.000000000,89.188750000,5.517574375
308,0.154000000,460.000000000,89.420000000,5.562226667
309,0.154500000,455.000000000,89.648750000,5.606993958
310,0.155000000,450.000000000,89.875000000,5.651875000
311,0.155500000,445.000000000,90.098750000,5.696868542
312,0.156000000,440.000000000,90.320000000,5.741973333
313,0.156500000,435.000000000,90.538750000,5.787188125
314,0.157000000,430.000000000,90.755000000,5.832511667
315,0.157500000,425.000000000,90.968750000,5.877942708
316,0.158000000,420.000000000,91.180000000,5.923480000
317,0.158500000,415.000000000,91.388750000,5.969122292
318,0.159000000,410.000000000,91.595000000,6.014868333
319,0.159500000,405.000000000,91.798750000,6.060716875
320,0.160000000,400.000000000,92.000000000,6.106666667
321,0.160500000,395.000000000,92.198750000,6.152716458
322,0.161000000,390.000000000,92.395000000,6.198865000
323,0.161500000,385.000000000,92.588750000,6.245111042
324,0.162000000,380.000000000,92.780000000,6.291453333
325,0.162500000,375.000000000,92.968750000,6.337890625
326,0.163000000,370.000000000,93.155000000,6.384421667
327,0.163500000,365.000000000,93.338750000,6.431045208
328,0.164000000,360.000000000,93.520000000,6.477760000
329,0.164500000,355.000000000,93.698750000,6.524564792
330,0.165000000,350.000000000,93.875000000,6.571458333
331,0.165500000,345.000000000,94.048750000,6.618439375
332,0.166000000,340.000000000,94.220000000,6.665506667
333,0.166500000,335.000000000,94.388750000,6.712658958
334,0.167000000,330.000000000,94.555000000,6.759895000
335,0.167500000,325.000000000,94.718750000,6.807213542
336,0.168000000,320.000000000,94.880000000,6.854613333
337,0.168500000,315.000000000,95.038750000,6.902093125
338,0.169000000,310.000000000,95.195000000,6.949651667
339,0.169500000,305.000000000,95.348750000,6.997287708
340,0.170000000,300.000000000,95.500000000,7.045000000
341,0.170500000,295.000000000,95.648750000,7.092787292
342,0.171000000,290.000000000,95.795000000,7.140648333
343,0.171500000,285.000000000,95.938750000,7.188581875
344,0.172000000,280.000000000,96.080000000,7.236586667
345,0.172500000,275.000000000,96.218750000,7.284661458
346,0.173000000,270.000000000,96.355000000,7.332805000
347,0.173500000,265.000000000,96.488750000,7.381016042
348,0.174000000,260.000000000,96.620000000,7.429293333
349,0.174500000,255.000000000,96.748750000,7.477635625
350,0.175000000,250.000000000,96.875000000,7.526041667
351,0.175500000,245.000000000,96.998750000,7.574510208
352,0.176000000,240.000000000,97.120000000,7.623040000
353,0.176500000,235.000000000,97.238750000,7.671629792
354,0.177000000,230.000000000,97.355000000,7.720278333
355,0.177500000,225.000000000,97.468750000,7.768984375
356,0.178000000,220.000000000,97.580000000,7.817746667
357,0.178500000,215.000000000,97.688750000,7.866563958
358,0.179000000,210.000000000,97.795000000,7.915435000
359,0.179500000,205.000000000,97.898750000,7.964358542
360,0.180000000,200.000000000,98.000000000,8.013333333
361,0.180500000,195.000000000,98.098750000,8.062358125
362,0.181000000,190.000000000,98.195000000,8.111431667
363,0.181500000,185.000000000,98.288750000,8.160552708
364,0.182000000,180.000000000,98.380000000,8.209720000
365,0.182500000,175.000000000,98.468750000,8.258932292
366,0.183000000,170.000000000,98.555000000,8.308188333
367,0.183500000,165.000000000,98.638750000,8.357486875
368,0.184000000,160.000000000,98.720000000,8.406826667
369,0.184500000,155.000000000,98.798750000,8.456206458
370,0.185000000,150.000000000,98.875000000,8.505625000
371,0.185500000,145.000000000,98.948750000,8.555081042
372,0.186000000,140.000000000,99.020000000,8.604573333
373,0.186500000,135.000000000,99.088750000,8.654100625
374,0.187000000,130.000000000,99.155000000,8.703661667
375,0.187500000,125.000000000,99.218750000,8.753255208
376,0.188000000,120.000000000,99.280000000,8.802880000
377,0.188500000,115.000000000,99.338750000,8.852534792
378,0.189000000,110.000000000,99.395000000,8.902218333
379,0.189500000,105.000000000,99.448750000,8.951929375
380,0.190000000,100.000000000,99.500000000,9.001666667
381,0.190500000,95.000000000,99.548750000,9.051428958
382,0.191000000,90.000000000,99.595000000,9.101215000
383,0.191500000,85.000000000,99.638750000,9.151023542
384,0.192000000,80.000000000,99.680000000,9.200853333
385,0.192500000,75.000000000,99.718750000,9.250703125
386,0.193000000,70.000000000,99.755000000,9.300571667
387,0.193500000,65.000000000,99.788750000,9.350457708
388,0.194000000,60.000000000,99.820000000,9.400360000
389,0.194500000,55.000000000,99.848750000,9.450277292
390,0.195000000,50.000000000,99.875000000,9.500208333
391,0.195500000,45.000000000,99.898750000,9.550151875
392,0.196000000,40.000000000,99.920000000,9.600106667
393,0.196500000,35.000000000,99.938750000,9.650071458
394,0.197000000,30.000000000,99.955000000,9.700045000
395,0.197500000,25.000000000,99.968750000,9.750026042
396,0.198000000,20.000000000,99.980000000,9.800013333
397,0.198500000,15.000000000,99.988750000,9.850005625
398,0.199000000,10.000000000,99.995000000,9.900001667
399,0.199500000,5.000000000,99.998750000,9.950000208
400,0.200000000,0.000000000,100.000000000,10.000000000
401,0.200500000,0.000000000,100.000000000,10.050000000
402,0.201000000,0.000000000,100.000000000,10.100000000
403,0.201500000,0.000000000,100.000000000,10.150000000
404,0.202000000,0.000000000,100.000000000,10.200000000
405,0.202500000,0.000000000,100.000000000,10.250000000
406,0.203000000,0.000000000,100.000000000,10.300000000
407,0.203500000,0.000000000,100.000000000,10.350000000
408,0.204000000,0.000000000,100.000000000,10.400000000
409,0.204500000,0.000000000,100.000000000,10.450000000
410,0.205000000,0.000000000,100.000000000,10.500000000
411,0.205500000,0.000000000,100.000000000,10.550000000
412,0.206000000,0.000000000,100.000000000,10.600000000
413,0.206500000,0.000000000,100.000000000,10.650000000
414,0.207000000,0.000000000,100.000000000,10.700000000
415,0.207500000,0.000000000,100.000000000,10.750000000
416,0.208000000,0.000000000,100.000000000,10.800000000
417,0.208500000,0.000000000,100.000000000,10.850000000
418,0.209000000,0.000000000,100.000000000,10.900000000
419,0.209500000,0.000000000,100.000000000,10.950000000
420,0.210000000,0.000000000,100.000000000,11.000000000
421,0.210500000,0.000000000,100.000000000,11.050000000
422,0.211000000,0.000000000,100.000000000,11.100000000
423,0.211500000,0.000000000,100.000000000,11.150000000
424,0.212000000,0.000000000,100.000000000,11.200000000
425,0.212500000,0.000000000,100.000000000,11.250000000
426,0.213000000,0.000000000,100.000000000,11.300000000
427,0.213500000,0.000000000,100.000000000,11.350000000
428,0.214000000,0.000000000,100.000000000,11.400000000
429,0.214500000,0.000000000,100.000000000,11.450000000
430,0.215000000,0.000000000,100.000000000,11.500000000
431,0.215500000,0.000000000,100.000000000,11.550000000
432,0.216000000,0.000000000,100.000000000,11.600000000
433,0.216500000,0.000000000,100.000000000,11.650000000
434,0.217000000,0.000000000,100.000000000,11.700000000
435,0.217500000,0.000000000,100.000000000,11.750000000
436,0.218000000,0.000000000,100.000000000,11.800000000
437,0.218500000,0.000000000,100.000000000,11.850000000
438,0.219000000,0.000000000,100.000000000,11.900000000
439,0.219500000,0.000000000,100.000000000,11.950000000
440,0.220000000,0.000000000,100.000000000,12.000000000
441,0.220500000,0.000000000,100.000000000,12.050000000
442,0.221000000,0.000000000,100.000000000,12.100000000
443,0.221500000,0.000000000,100.000000000,12.150000000
444,0.222000000,0.000000000,100.000000000,12.200000000
445,0.222500000,0.000000000,100.000000000,12.250000000
446,0.223000000,0.000000000,100.000000000,12.300000000
447,0.223500000,0.000000000,100.000000000,12.350000000
448,0.224000000,0.000000000,100.000000000,12.400000000
449,0.224500000,0.000000000,100.000000000,12.450000000
450,0.225000000,0.000000000,100.000000000,12.500000000
451,0.225500000,0.000000000,100.000000000,12.550000000
452,0.226000000,0.000000000,100.000000000,12.600000000
453,0.226500000,0.000000000,100.000000000,12.650000000
454,0.227000000,0.000000000,100.000000000,12.700000000
455,0.227500000,0.000000000,100.000000000,12.750000000
456,0.228000000,0.000000000,100.000000000,12.800000000
457,0.228500000,0.000000000,100.000000000,12.850000000
458,0.229000000,0.000000000,100.000000000,12.900000000
459,0.229500000,0.000000000,100.000000000,12.950000000
460,0.230000000,0.000000000,100.000000000,13.000000000
461,0.230500000,0.000000000,100.000000000,13.050000000
462,0.231000000,0.000000000,100.000000000,13.100000000
463,0.231500000,0.000000000,100.000000000,13.150000000
464,0.232000000,0.000000000,100.000000000,13.200000000
465,0.232500000,0.000000000,100.000000000,13.250000000
466,0.233000000,0.000000000,100.000000000,13.300000000
467,0.233500000,0.000000000,100.000000000,13.350000000
468,0.234000000,0.000000000,100.000000000,13.400000000
469,0.234500000,0.000000000,100.000000000,13.450000000
470,0.235000000,0.000000000,100.000000000,13.500000000
471,0.235500000,0.000000000,100.000000000,13.550000000
472,0.236000000,0.000000000,100.000000000,13.600000000
473,0.236500000,0.000000000,100.000000000,13.650000000
474,0.237000000,0.000000000,100.000000000,13.700000000
475,0.237500000,0.000000000,100.000000000,13.750000000
476,0.238000000,0.000000000,100.000000000,13.800000000
477,0.238500000,0.000000000,100.000000000,13.850000000
478,0.239000000,0.000000000,100.000000000,13.900000000
479,0.239500000,0.000000000,100.000000000,13.950000000
480,0.240000000,0.000000000,100.000000000,14.000000000
481,0.240500000,0.000000000,100.000000000,14.050000000
482,0.241000000,0.000000000,100.000000000,14.100000000
483,0.241500000,0.000000000,100.000000000,14.150000000
484,0.242000000,0.000000000,100.000000000,14.200000000
485,0.242500000,0.000000000,100.000000000,14.250000000
486,0.243000000,0.000000000,100.000000000,14.300000000
487,0.243500000,0.000000000,100.000000000,14.350000000
488,0.244000000,0.000000000,100.000000000,14.400000000
489,0.244500000,0.000000000,100.000000000,14.450000000
490,0.245000000,0.000000000,100.000000000,14.500000000
491,0.245500000,0.000000000,100.000000000,14.550000000
492,0.246000000,0.000000000,100.000000000,14.600000000
493,0.246500000,0.000000000,100.000000000,14.650000000
494,0.247000000,0.000000000,100.000000000,14.700000000
495,0.247500000,0.000000000,100.000000000,14.750000000
496,0.248000000,0.000000000,100.000000000,14.800000000
497,0.248500000,0.000000000,100.000000000,14.850000000
498,0.249000000,0.000000000,100.000000000,14.900000000
499,0.249500000,0.000000000,100.000000000,14.950000000
500,0.250000000,0.000000000,100.000000000,15.000000000
501,0.250500000,0.000000000,100.000000000,15.050000000
502,0.251000000,0.000000000,100.000000000,15.100000000
503,0.251500000,0.000000000,100.000000000,15.150000000
504,0.252000000,0.000000000,100.000000000,15.200000000
505,0.252500000,0.000000000,100.000000000,15.250000000
506,0.253000000,0.000000000,100.000000000,15.300000000
507,0.253500000,0.000000000,100.000000000,15.350000000
508,0.254000000,0.000000000,100.000000000,15.400000000
509,0.254500000,0.000000000,100.000000000,15.450000000
510,0.255000000,0.000000000,100.000000000,15.500000000
511,0.255500000,0.000000000,100.000000000,15.550000000
512,0.256000000,0.000000000,100.000000000,15.600000000
513,0.256500000,0.000000000,100.000000000,15.650000000
514,0.257000000,0.000000000,100.000000000,15.700000000
515,0.257500000,0.000000000,100.000000000,15.750000000
516,0.258000000,0.000000000,100.000000000,15.800000000
517,0.258500000,0.000000000,100.000000000,15.850000000
518,0.259000000,0.000000000,100.000000000,15.900000000
519,0.259500000,0.000000000,100.000000000,15.950000000
520,0.260000000,0.000000000,100.000000000,16.000000000
521,0.260500000,0.000000000,100.000000000,16.050000000
522,0.261000000,0.000000000,100.000000000,16.100000000
523,0.261500000,0.000000000,100.000000000,16.150000000
524,0.262000000,0.000000000,100.000000000,16.200000000
525,0.262500000,0.000000000,100.000000000,16.250000000
526,0.263000000,0.000000000,100.000000000,16.300000000
527,0.263500000,0.000000000,100.000000000,16.350000000
528,0.264000000,0.000000000,100.000000000,16.400000000
529,0.264500000,0.000000000,100.000000000,16.450000000
530,0.265000000,0.000000000,100.000000000,16.500000000
531,0.265500000,0.000000000,100.000000000,16.550000000
532,0.266000000,0.000000000,100.000000000,16.600000000
533,0.266500000,0.000000000,100.000000000,16.650000000
534,0.267000000,0.000000000,100.000000000,16.700000000
535,0.267500000,0.000000000,100.000000000,16.750000000
536,0.268000000,0.000000000,100.000000000,16.800000000
